words
sozialstatistik
sozialstatistiken
spaltenmerkmal
spaltenmerkmale
spaltenmerkmalen
spaltenmerkmales
spaltenmerkmals
spaltenprozent
spaltenprozente
spaltenprozenten
spaltenränge
spaltenrängen
spaltenrang
spaltenrange
spaltenranges
spaltenrangs
spaltenvektor
spaltenvektoren
spaltenvektors
spezifikationstest
spezifikationsteste
spezifikationstesten
spezifikationstestes
spezifikationstests
stabdiagramm
stabdiagramme
stabdiagrammen
stabdiagrammes
stabdiagramms
stäbchendiagramm
stäbchendiagramme
stäbchendiagrammen
stäbchendiagrammes
stäbchendiagramms
standardabweichung
standardabweichungen
standardexponentialverteilung
standardexponentialverteilungen
standardfehler
standardfehlern
standardfehlers
standardnormalverteilung
standardnormalverteilungen
standardpartialregressionskoeffizient
standardpartialregressionskoeffizienten
standardpartialregressionskoeffizients
standardschätzfehler
standardschätzfehlern
standardschätzfehlers
stationarität
statistik
statistiken
steigungsparameter
steigungsparametern
steigungsparameters
stemleafdiagramm
stemleafdiagramme
stemleafdiagrammen
stemleafdiagrammes
stemleafdiagramms
sterbetafel
sterbetafeln
sterbeziffer
sterbeziffern
stetigkeitskorrektur
stetigkeitskorrekturen
stichprobe
stichproben
stichprobeneffekt
stichprobeneffekte
stichprobeneffekten
stichprobeneffektes
stichprobeneffekts
stichprobeneinflüsse
stichprobeneinflüssen
stichprobeneinfluss
stichprobeneinflusses
stichprobenerhebung
stichprobenerhebungen
stichprobenfehler
stichprobenfehlern
stichprobenfehlers
stichprobenfunktion
stichprobenfunktionen
stichprobengrösse
stichprobengrössen
stichprobenkennwerteverteilung
stichprobenkennwerteverteilungen
stichprobenmittel
stichprobenmitteln
stichprobenmittels
stichprobenmittelwert
stichprobenmittelwerte
stichprobenmittelwerten
stichprobenmittelwertes
stichprobenmittelwerts
stichprobenräume
stichprobenräumen
stichprobenraum
stichprobenraume
stichprobenraumes
stichprobenraums
stichprobentheorie
stichprobentheorien
stichprobenumfänge
stichprobenumfängen
stichprobenumfang
stichprobenumfange
stichprobenumfanges
stichprobenumfangs
stichprobenvariable
stichprobenvariablen
stichprobenvarianz
stichprobenvarianzen
stichprobenverfahren
stichprobenverfahrens
stichprobenwert
stichprobenwerte
stichprobenwerten
stichprobenwertes
stichprobenwerts
stichzeitverfahren
stichzeitverfahrens
stochastik
störgrösse
störgrössen
störgrössenfehler
störgrössenfehlern
störgrössenfehlers
störgrössenspezifikation
störgrössenspezifikationen
störgrössenvarianz
störgrössenvarianzen
störvariable
störvariablen
straffunktion
straffunktionen
streifendiagramm
streifendiagramme
streifendiagrammen
streifendiagrammes
streifendiagramms
streudiagramm
streudiagramme
streudiagrammen
streudiagrammes
streudiagramms
streuung
streuungen
streuungsbereich
streuungsbereiche
streuungsbereichen
streuungsbereiches
streuungsbereichs
streuungsdiagramm
streuungsdiagramme
streuungsdiagrammen
streuungsdiagrammes
streuungsdiagramms
streuungslehre
streuungslehren
streuungsmass
streuungsmasse
streuungsmassen
streuungsmasses
streuungsparameter
streuungsparametern
streuungsparameters
streuungsquadrat
streuungsquadrate
streuungsquadraten
streuungsquadrates
streuungsquadrats
streuungsstabilisierung
streuungsstabilisierungen
streuungsungleichung
streuungsungleichungen
streuungszerlegung
streuungszerlegungen
strichelverfahren
strichelverfahrens
strichliste
strichlisten
struktogramm
struktogramme
struktogrammen
struktogrammes
struktogramms
strukturbruchmodell
strukturbruchmodelle
strukturbruchmodellen
strukturbruchmodells
strukturbruchtest
strukturbruchteste
strukturbruchtesten
strukturbruchtestes
strukturbruchtests
strukturerhebung
strukturerhebungen
strukturgleichung
strukturgleichungen
strukturgleichungsanalyse
strukturgleichungsanalysen
strukturgleichungsmodell
strukturgleichungsmodelle
strukturgleichungsmodellen
strukturgleichungsmodells
strukturkoeffizient
strukturkoeffizienten
strukturkoeffizients
strukturkomponente
strukturkomponenten
strukturmodell
strukturmodelle
strukturmodellen
strukturmodells
strukturparameter
strukturparametern
strukturparameters
studentverteilung
studentverteilungen
subindex
subindexe
subindexen
subindexes
subindices
subindizes
substitutionsschlüsse
substitutionsschlüssen
substitutionsschluss
substitutionsschlusses
summand
summanden
summands
summenfunktion
summenfunktionen
summenhäufigkeit
summenhäufigkeiten
summenkurve
summenkurven
summenlinie
summenlinien
summenreihe
summenreihen
summenvektor
summenvektoren
summenvektors
summenzeichen
summenzeichens
supermatrix
supermatrizen
suppressorvariable
suppressorvariablen
supressionseffekt
supressionseffekte
supressionseffekten
supressionseffektes
supressionseffekts
supressorvariable
supressorvariablen
symmetrieeigenschaft
symmetrieeigenschaften
symmetrietest
symmetrieteste
symmetrietesten
symmetrietestes
symmetrietests
