Number;Word;Freq 1;Freq 1 (per mill);Freq 2;Freq 2 (per mill);+/-;Stat 1.;Stat 2.
19224;angeleitet;760;7.74;363;4.27;+;0.86;91.71
19225;Verwandtschaft;776;7.9;371;4.37;+;0.86;93.39
19226;brauchte;779;7.93;370;4.36;+;0.86;95.51
19227;Befestigung;814;8.29;389;4.58;+;0.86;98.08
19228;Aberglauben;877;8.93;417;4.91;+;0.86;107.2
19229;bindung;915;9.32;435;5.12;+;0.86;111.89
19230;Ausarbeitung;948;9.65;452;5.32;+;0.86;114.98
19231;st”rung;1018;10.37;485;5.71;+;0.86;123.74
19232;h„ltniá;1052;10.71;500;5.89;+;0.86;128.74
19233;N„chstens;1073;10.93;513;6.04;+;0.86;129.12
19234;Schaar;1083;11.03;515;6.06;+;0.86;132.34
19235;erfreuen;1671;17.02;796;9.37;+;0.86;203.19
19236;durfte;1956;19.92;931;10.96;+;0.86;238.4
19237;Austritt;2122;21.61;1009;11.88;+;0.86;259.36
19238;ergriffen;2147;21.86;1021;12.02;+;0.86;262.34
19239;Entspricht;2582;26.29;1228;14.46;+;0.86;315.39
19240;Aeltern;2618;26.66;1245;14.66;+;0.86;319.88
19241;fleiáig;2648;26.97;1259;14.82;+;0.86;323.74
19242;traten;3093;31.5;1474;17.36;+;0.86;375.66
19243;gebaut;3528;35.93;1678;19.76;+;0.86;430.89
19244;Witterung;4442;45.24;2117;24.93;+;0.86;539.41
19245;Industrie;5025;51.17;2398;28.23;+;0.86;607.93
19246;gesehen;6342;64.58;3014;35.49;+;0.86;776.34
19247;Wenigen;8262;84.14;3946;46.46;+;0.86;997.22
19248;Groáe;40752;415;19438;228.87;+;0.86;4938.45
19249;m„use;377;3.84;181;2.13;+;0.85;44.82
19250;sonnigen;392;3.99;188;2.21;+;0.85;46.75
19251;Getadelt;403;4.1;193;2.27;+;0.85;48.26
19252;Zinsfuá;431;4.39;207;2.44;+;0.85;51.19
19253;kleiª;478;4.87;230;2.71;+;0.85;56.47
19254;Egli;482;4.91;232;2.73;+;0.85;56.89
19255;heiterer;501;5.1;240;2.83;+;0.85;59.95
19256;dr„ngte;528;5.38;253;2.98;+;0.85;63.13
19257;schilling;579;5.9;278;3.27;+;0.85;68.83
19258;dargeboten;588;5.99;282;3.32;+;0.85;70.13
19259;Vorr„thig;587;5.98;281;3.31;+;0.85;70.38
19260;zunehmenden;603;6.14;290;3.41;+;0.85;71.34
19261;K”rpern;629;6.41;301;3.54;+;0.85;75.49
19262;erforschen;633;6.45;303;3.57;+;0.85;75.91
19263;stiller;695;7.08;333;3.92;+;0.85;83.12
19264;Staatsm„nner;700;7.13;335;3.94;+;0.85;84
19265;beigebracht;725;7.38;348;4.1;+;0.85;86.26
19266;evangelium;1139;11.6;545;6.42;+;0.85;136.75
19267;Rhmen;1235;12.58;592;6.97;+;0.85;147.51
19268;\;1471;14.98;704;8.29;+;0.85;176.5
19269;Gebieten;1628;16.58;782;9.21;+;0.85;193.29
19270;Vortrage;1646;16.76;788;9.28;+;0.85;197.32
19271;schlosse;1658;16.88;795;9.36;+;0.85;197.86
19272;ist'S;1724;17.56;830;9.77;+;0.85;203.34
19273;Laupen;1726;17.58;831;9.78;+;0.85;203.55
19274;thale;1988;20.25;956;11.26;+;0.85;235.27
19275;Norden;2028;20.65;971;11.43;+;0.85;243.03
19276;lehranstalten;2057;20.95;989;11.64;+;0.85;243.56
19277;Spielen;2125;21.64;1022;12.03;+;0.85;251.39
19278;Reichlich;2511;25.57;1202;14.15;+;0.85;301.1
19279;Menschliche;2802;28.53;1341;15.79;+;0.85;336.21
19280;Ziele;3140;31.98;1509;17.77;+;0.85;372.3
19281;KindeS;4062;41.37;1947;22.92;+;0.85;485.26
19282;Selten;14768;150.39;7091;83.49;+;0.85;1755.51
19283;Erschlaffung;372;3.79;180;2.12;+;0.84;43.24
19284;Herabsetzung;419;4.27;202;2.38;+;0.84;49.22
19285;Spekulation;446;4.54;216;2.54;+;0.84;51.7
19286;Tri;456;4.64;221;2.6;+;0.84;52.75
19287;Gib;481;4.9;232;2.73;+;0.84;56.43
19288;wrª;488;4.97;235;2.77;+;0.84;57.52
19289;gebornen;490;4.99;236;2.78;+;0.84;57.73
19290;herzliche;498;5.07;241;2.84;+;0.84;57.86
19291;Modus;504;5.13;244;2.87;+;0.84;58.49
19292;streiche;501;5.1;242;2.85;+;0.84;58.52
19293;meiden;515;5.24;248;2.92;+;0.84;60.7
19294;h”rde;541;5.51;261;3.07;+;0.84;63.43
19295;Domkapitel;597;6.08;289;3.4;+;0.84;69.3
19296;Ebendaselbst;657;6.69;317;3.73;+;0.84;77
19297;bungen;665;6.77;321;3.78;+;0.84;77.84
19298;Hafer;699;7.12;337;3.97;+;0.84;82.11
19299;Uebrige;734;7.47;354;4.17;+;0.84;86.13
19300;Bataillone;753;7.67;364;4.29;+;0.84;87.77
19301;Gottheit;770;7.84;372;4.38;+;0.84;89.9
19302;Verwendete;807;8.22;389;4.58;+;0.84;94.84
19303;Physische;820;8.35;396;4.66;+;0.84;95.85
19304;Spinnen;826;8.41;398;4.69;+;0.84;97.19
19305;Ds;1071;10.91;516;6.08;+;0.84;126.05
19306;Zusammenkunft;1120;11.41;543;6.39;+;0.84;129.42
19307;Herein;1241;12.64;598;7.04;+;0.84;145.99
19308;100,000;1295;13.19;625;7.36;+;0.84;151.65
19309;fesseln;1302;13.26;627;7.38;+;0.84;153.45
19310;mehrmals;1395;14.21;672;7.91;+;0.84;164.26
19311;merkwrdige;1483;15.1;716;8.43;+;0.84;173.48
19312;Krzer;1527;15.55;738;8.69;+;0.84;178.09
19313;elle;1694;17.25;817;9.62;+;0.84;198.78
19314;Genannte;1749;17.81;843;9.93;+;0.84;205.61
19315;Ff;1924;19.59;929;10.94;+;0.84;225.01
19316;Bunde;1946;19.82;941;11.08;+;0.84;226.61
19317;Irren;1963;19.99;951;11.2;+;0.84;227.34
19318;Ausgezeichneten;2007;20.44;973;11.46;+;0.84;231.95
19319;gelangt;3028;30.84;1468;17.28;+;0.84;349.94
19320;ff.;3097;31.54;1495;17.6;+;0.84;362.46
19321;richtigen;3344;34.05;1615;19.02;+;0.84;390.83
19322;Laufen;3758;38.27;1813;21.35;+;0.84;440.59
19323;zc;4772;48.6;2302;27.1;+;0.84;559.62
19324;vollst„ndig;6311;64.27;3051;35.92;+;0.84;735.44
19325;MonatS;8071;82.19;3889;45.79;+;0.84;949.66
19326;Groáen;48156;490.4;23263;273.91;+;0.84;5626.09
19327;Selbstth„tig;380;3.87;185;2.18;+;0.83;43.37
19328;Thrmen;402;4.09;195;2.3;+;0.83;46.38
19329;stuben;412;4.2;201;2.37;+;0.83;46.74
19330;fehl;435;4.43;212;2.5;+;0.83;49.5
19331;Festtagen;431;4.39;209;2.46;+;0.83;49.78
19332;monatlichen;452;4.6;220;2.59;+;0.83;51.63
19333;zurckzukehren;460;4.68;224;2.64;+;0.83;52.47
19334;friedlichen;497;5.06;242;2.85;+;0.83;56.7
19335;betitelt;554;5.64;270;3.18;+;0.83;63.03
19336;XVI;556;5.66;271;3.19;+;0.83;63.24
19337;Glarns;590;6.01;288;3.39;+;0.83;66.82
19338;Furchtbar;611;6.22;298;3.51;+;0.83;69.37
19339;S„ulen;617;6.28;301;3.54;+;0.83;70
19340;durchgemacht;640;6.52;312;3.67;+;0.83;72.76
19341;Entschlsse;635;6.47;308;3.63;+;0.83;73.28
19342;abzuhalten;694;7.07;338;3.98;+;0.83;79.13
19343;Mitternacht;698;7.11;339;3.99;+;0.83;80.24
19344;heilsame;715;7.28;349;4.11;+;0.83;80.98
19345;entwickelten;708;7.21;344;4.05;+;0.83;81.29
19346;entgegengesetzte;725;7.38;352;4.14;+;0.83;83.43
19347;BoSheit;726;7.39;352;4.14;+;0.83;83.88
19348;¯5;756;7.7;368;4.33;+;0.83;86.33
19349;Gift;835;8.5;406;4.78;+;0.83;95.67
19350;ausgegangen;913;9.3;445;5.24;+;0.83;103.86
19351;feldern;980;9.98;476;5.6;+;0.83;112.63
19352;baut;991;10.09;482;5.68;+;0.83;113.44
19353;Wehren;1033;10.52;502;5.91;+;0.83;118.55
19354;AE;1105;11.25;538;6.33;+;0.83;126.1
19355;beschr„nkten;1291;13.15;630;7.42;+;0.83;146.33
19356;Aufschluá;1407;14.33;685;8.07;+;0.83;160.59
19357;Oel;1498;15.26;731;8.61;+;0.83;169.8
19358;ntzliche;1864;18.98;904;10.64;+;0.83;215.2
19359;Voller;2116;21.55;1031;12.14;+;0.83;240.95
19360;Junger;2278;23.2;1105;13.01;+;0.83;262.84
19361;Zogen;3853;39.24;1877;22.1;+;0.83;438.98
19362;Burg;4317;43.96;2104;24.77;+;0.83;491.18
19363;Familien;7254;73.87;3528;41.54;+;0.83;830.53
19364;Straáe;10281;104.7;5012;59.01;+;0.83;1168.9
19365;Gestellt;10274;104.63;4996;58.82;+;0.83;1176.87
19366;Wohnorte;389;3.96;191;2.25;+;0.82;43.28
19367;angelegte;402;4.09;197;2.32;+;0.82;44.99
19368;herrscher;443;4.51;217;2.56;+;0.82;49.65
19369;Sulz;456;4.64;223;2.63;+;0.82;51.36
19370;anhin;461;4.69;226;2.66;+;0.82;51.54
19371;schreckliche;468;4.77;229;2.7;+;0.82;52.62
19372;l„cheln;506;5.15;248;2.92;+;0.82;56.61
19373;geheiáen;514;5.23;252;2.97;+;0.82;57.45
19374;Abfall;521;5.31;255;3;+;0.82;58.53
19375;Gehaltene;533;5.43;261;3.07;+;0.82;59.79
19376;Str”mt;545;5.55;267;3.14;+;0.82;61.05
19377;Drckte;580;5.91;285;3.36;+;0.82;64.39
19378;Samnaun;573;5.84;280;3.3;+;0.82;64.68
19379;.1;616;6.27;301;3.54;+;0.82;69.55
19380;anzuordnen;642;6.54;314;3.7;+;0.82;72.28
19381;fleiáiger;705;7.18;346;4.07;+;0.82;78.55
19382;erinnere;723;7.36;354;4.17;+;0.82;81.13
19383;lebenS-;733;7.46;358;4.22;+;0.82;82.87
19384;aufgeben;774;7.88;379;4.46;+;0.82;86.84
19385;Bnd;816;8.31;401;4.72;+;0.82;90.56
19386;erweckt;813;8.28;397;4.67;+;0.82;91.97
19387;fleiáige;820;8.35;401;4.72;+;0.82;92.36
19388;Unterliegen;861;8.77;423;4.98;+;0.82;95.64
19389;Fhlbar;869;8.85;425;5;+;0.82;97.85
19390;besorgte;900;9.17;441;5.19;+;0.82;100.76
19391;Zusammenhange;984;10.02;483;5.69;+;0.82;109.59
19392;angriffe;1071;10.91;525;6.18;+;0.82;119.77
19393;Gefragt;1116;11.36;545;6.42;+;0.82;126.22
19394;gebt;1153;11.74;564;6.64;+;0.82;129.76
19395;Faáte;1484;15.11;726;8.55;+;0.82;166.95
19396;m„nnlichen;1511;15.39;739;8.7;+;0.82;170.13
19397;w„ldern;1610;16.4;788;9.28;+;0.82;180.88
19398;darzustellen;1677;17.08;823;9.69;+;0.82;186.89
19399;Gnstige;1721;17.53;846;9.96;+;0.82;190.83
19400;reform;1871;19.05;918;10.81;+;0.82;208.65
19401;Qualit„t;2042;20.79;1000;11.77;+;0.82;229.02
19402;gelang;2306;23.48;1127;13.27;+;0.82;260.21
19403;besaá;2416;24.6;1183;13.93;+;0.82;271.08
19404;bruder;3725;37.93;1821;21.44;+;0.82;419.99
19405;Nahm;9083;92.5;4437;52.24;+;0.82;1026.43
19406;Mensch;11378;115.87;5585;65.76;+;0.82;1267.28
19407;Einzelnen;26306;267.89;12873;151.57;+;0.82;2957.48
19408;Tagebuch;399;4.06;197;2.32;+;0.81;43.66
19409;sonn;466;4.75;230;2.71;+;0.81;51.04
19410;Gewarnt;496;5.05;245;2.88;+;0.81;54.2
19411;mitgenommen;502;5.11;247;2.91;+;0.81;55.51
19412;eingreifen;514;5.23;254;2.99;+;0.81;56.09
19413;stich;602;6.13;297;3.5;+;0.81;66.02
19414;Jahrg„ngen;605;6.16;298;3.51;+;0.81;66.68
19415;Hafte;708;7.21;349;4.11;+;0.81;77.85
19416;Bildende;847;8.63;418;4.92;+;0.81;92.8
19417;Null;866;8.82;428;5.04;+;0.81;94.46
19418;Aufl;962;9.8;474;5.58;+;0.81;105.91
19419;methoden;995;10.13;490;5.77;+;0.81;109.72
19420;Anzufhren;1007;10.25;496;5.84;+;0.81;110.99
19421;Fr”hlich;1028;10.47;506;5.96;+;0.81;113.53
19422;Beschreiben;1051;10.7;518;6.1;+;0.81;115.61
19423;angedeuteten;1131;11.52;558;6.57;+;0.81;124.03
19424;Sennen;1136;11.57;559;6.58;+;0.81;125.57
19425;”stlich;1140;11.61;561;6.61;+;0.81;125.99
19426;tr„ge;1338;13.63;658;7.75;+;0.81;148.17
19427;brche;1589;16.18;782;9.21;+;0.81;175.58
19428;Europ„ischen;1654;16.84;815;9.6;+;0.81;182.08
19429;Sden;2025;20.62;1000;11.77;+;0.81;221.43
19430;Fhrer;2101;21.4;1038;12.22;+;0.81;229.43
19431;AuSfuhr;2097;21.36;1033;12.16;+;0.81;231.04
19432;f„higkeit;2294;23.36;1132;13.33;+;0.81;251.42
19433;bezirken;2795;28.46;1383;16.28;+;0.81;303.77
19434;Z„hlen;3633;37;1796;21.15;+;0.81;395.97
19435;Betrachten;5672;57.76;2789;32.84;+;0.81;628.4
19436;BaU;7388;75.24;3641;42.87;+;0.81;812.93
19437;Blieb;8341;84.94;4118;48.49;+;0.81;912.82
19438;Per;10216;104.04;5025;59.17;+;0.81;1130.75
19439;vater;15335;156.17;7571;89.14;+;0.81;1678.3
19440;geschichte;26786;272.78;13181;155.2;+;0.81;2961.33
19441;Wurde;127904;1302.53;62951;741.21;+;0.81;14144.09
19442;P„dagogisch;424;4.32;210;2.47;+;0.8;45.95
19443;genauern;433;4.41;215;2.53;+;0.8;46.56
19444;aufgebaut;442;4.5;220;2.59;+;0.8;47.17
19445;ott;465;4.74;231;2.72;+;0.8;49.92
19446;insoweit;506;5.15;252;2.97;+;0.8;53.9
19447;silberne;519;5.29;257;3.03;+;0.8;56.28
19448;schieht;561;5.71;279;3.29;+;0.8;60.02
19449;Verlieáen;575;5.86;285;3.36;+;0.8;62.17
19450;Lyon;629;6.41;312;3.67;+;0.8;67.85
19451;gereinigt;683;6.96;340;4;+;0.8;72.86
19452;Nenne;696;7.09;345;4.06;+;0.8;75.23
19453;grndete;712;7.25;354;4.17;+;0.8;76.25
19454;groá-;717;7.3;357;4.2;+;0.8;76.44
19455;erreichten;720;7.33;357;4.2;+;0.8;77.76
19456;sttzt;756;7.7;376;4.43;+;0.8;80.87
19457;Dreimal;762;7.76;379;4.46;+;0.8;81.51
19458;Aufruf;785;7.99;389;4.58;+;0.8;84.93
19459;Beibehaltung;835;8.5;414;4.87;+;0.8;90.19
19460;Umwandlung;854;8.7;424;4.99;+;0.8;91.85
19461;annimmt;917;9.34;457;5.38;+;0.8;97.48
19462;freundes;940;9.57;468;5.51;+;0.8;100.23
19463;fernen;945;9.62;469;5.52;+;0.8;101.76
19464;scharfe;945;9.62;468;5.51;+;0.8;102.43
19465;Pfarrhaus;959;9.77;476;5.6;+;0.8;103.24
19466;stube;1244;12.67;620;7.3;+;0.8;132.22
19467;Begab;1554;15.83;773;9.1;+;0.8;166.17
19468;Trefflichen;1647;16.77;820;9.65;+;0.8;175.62
19469;No.;1748;17.8;867;10.21;+;0.8;188.59
19470;Begreiflich;1819;18.52;906;10.67;+;0.8;193.72
19471;Bist;1887;19.22;939;11.06;+;0.8;201.54
19472;eigenthmlichen;1906;19.41;944;11.12;+;0.8;206.55
19473;s„tzen;2774;28.25;1381;16.26;+;0.8;295.87
19474;Frhere;2918;29.72;1450;17.07;+;0.8;313.02
19475;dgl.;2984;30.39;1482;17.45;+;0.8;320.63
19476;Mitteln;3858;39.29;1918;22.58;+;0.8;413.26
19477;S”hne;4166;42.43;2075;24.43;+;0.8;443.66
19478;Zumal;4355;44.35;2167;25.52;+;0.8;465.22
19479;Tiefe;5996;61.06;2987;35.17;+;0.8;638.22
19480;Dich;6111;62.23;3037;35.76;+;0.8;655.32
19481;Ziel;6797;69.22;3377;39.76;+;0.8;729.51
19482;aufnahme;7869;80.13;3915;46.1;+;0.8;840.97
19483;N„chsten;8506;86.62;4230;49.81;+;0.8;910.34
19484;Vorlesung;441;4.49;221;2.6;+;0.79;46.07
19485;Essig;440;4.48;220;2.59;+;0.79;46.3
19486;tigsten;453;4.61;227;2.67;+;0.79;47.34
19487;derben;455;4.63;228;2.68;+;0.79;47.55
19488;Vergleichende;451;4.59;225;2.65;+;0.79;47.79
19489;Artigen;453;4.61;226;2.66;+;0.79;48
19490;Bete;468;4.77;234;2.76;+;0.79;49.24
19491;herbeifhren;465;4.74;232;2.73;+;0.79;49.26
19492;kr„ftiges;471;4.8;235;2.77;+;0.79;49.89
19493;hinweisen;493;5.02;247;2.91;+;0.79;51.54
19494;warmer;497;5.06;248;2.92;+;0.79;52.63
19495;zwiª;504;5.13;252;2.97;+;0.79;53.03
19496;Hauptgrund;534;5.44;268;3.16;+;0.79;55.53
19497;wesentlichste;561;5.71;281;3.31;+;0.79;58.7
19498;verpflegt;562;5.72;281;3.31;+;0.79;59.13
19499;Ganª;574;5.85;287;3.38;+;0.79;60.4
19500;scheide;586;5.97;293;3.45;+;0.79;61.66
19501;Bewunderung;623;6.34;312;3.67;+;0.79;65.22
19502;Kur;623;6.34;311;3.66;+;0.79;65.88
19503;davor;704;7.17;352;4.14;+;0.79;74.08
19504;Lehrbcher;847;8.63;425;5;+;0.79;88.13
19505;lis;876;8.92;437;5.15;+;0.79;92.84
19506;bildenden;1084;11.04;542;6.38;+;0.79;114.06
19507;Br;1090;11.1;545;6.42;+;0.79;114.69
19508;flieáen;1122;11.43;560;6.59;+;0.79;118.72
19509;Ut;1285;13.09;641;7.55;+;0.79;136.2
19510;Franz”sisch;1389;14.15;696;8.19;+;0.79;145.16
19511;schenken;1666;16.97;836;9.84;+;0.79;173.32
19512;manchmal;1666;16.97;831;9.78;+;0.79;176.62
19513;th„tigen;1676;17.07;837;9.86;+;0.79;177.01
19514;kalten;1710;17.41;857;10.09;+;0.79;178.61
19515;bersehen;1717;17.49;858;10.1;+;0.79;181
19516;kampfe;1856;18.9;929;10.94;+;0.79;194.63
19517;hoffnungen;2082;21.2;1043;12.28;+;0.79;217.75
19518;Lebte;2192;22.32;1098;12.93;+;0.79;229.33
19519;nummer;2201;22.41;1102;12.98;+;0.79;230.6
19520;eigenschaften;4575;46.59;2288;26.94;+;0.79;481.07
19521;zeigte;5779;58.85;2899;34.13;+;0.79;601.84
19522;Nennt;5910;60.19;2952;34.76;+;0.79;623.86
19523;Begriff;6273;63.88;3147;37.05;+;0.79;653.16
19524;schul-;7305;74.39;3648;42.95;+;0.79;771.65
19525;Aufgenommen;7556;76.95;3782;44.53;+;0.79;792.45
19526;nacht;8427;85.82;4202;49.48;+;0.79;894.36
19527;darstellung;9486;96.6;4742;55.83;+;0.79;998.85
19528;bev”lkerung;10071;102.56;5052;59.48;+;0.79;1048.89
19529;Jungen;10235;104.23;5114;60.21;+;0.79;1079.33
19530;boden;19705;200.67;9889;116.44;+;0.79;2049.66
19531;Bildung;30219;307.74;15092;177.7;+;0.79;3191.98
19532;dortiger;438;4.46;220;2.59;+;0.78;45.43
19533;l„ngsten;444;4.52;223;2.63;+;0.78;46.06
19534;Gesuchte;471;4.8;238;2.8;+;0.78;47.92
19535;bestrebt;477;4.86;241;2.84;+;0.78;48.56
19536;wachsende;533;5.43;268;3.16;+;0.78;55.1
19537;befriedigenden;562;5.72;283;3.33;+;0.78;57.82
19538;begrenzt;591;6.02;298;3.51;+;0.78;60.55
19539;lesens;604;6.15;305;3.59;+;0.78;61.59
19540;Spalte;627;6.39;316;3.72;+;0.78;64.34
19541;schmied;664;6.76;335;3.94;+;0.78;67.9
19542;Russen;689;7.02;347;4.09;+;0.78;70.86
19543;”.;699;7.12;351;4.13;+;0.78;72.56
19544;auszubilden;729;7.42;368;4.33;+;0.78;74.42
19545;almosen;761;7.75;383;4.51;+;0.78;78.43
19546;geklagt;829;8.44;417;4.91;+;0.78;85.59
19547;Kummer;853;8.69;430;5.06;+;0.78;87.46
19548;seltenen;889;9.05;447;5.26;+;0.78;91.9
19549;50,000;905;9.22;457;5.38;+;0.78;92.28
19550;Heutige;890;9.06;447;5.26;+;0.78;92.33
19551;halbes;961;9.79;484;5.7;+;0.78;98.82
19552;bi;1007;10.25;506;5.96;+;0.78;104.31
19553;Weltgeschichte;1116;11.36;561;6.61;+;0.78;115.46
19554;Interessant;1164;11.85;585;6.89;+;0.78;120.51
19555;Kan;1181;12.03;595;7.01;+;0.78;121.32
19556;wandel;1211;12.33;608;7.16;+;0.78;125.78
19557;Testament;1234;12.57;623;7.34;+;0.78;125.92
19558;leichten;1405;14.31;708;8.34;+;0.78;144.23
19559;hofe;1432;14.58;719;8.47;+;0.78;148.7
19560;Entbehren;1537;15.65;776;9.14;+;0.78;156.82
19561;Ruht;1598;16.27;806;9.49;+;0.78;163.56
19562;Kanzel;1596;16.25;804;9.47;+;0.78;164
19563;”ffnet;1607;16.37;808;9.51;+;0.78;166.13
19564;su;1647;16.77;829;9.76;+;0.78;169.69
19565;Akademie;1648;16.78;828;9.75;+;0.78;170.78
19566;Gesund;1806;18.39;909;10.7;+;0.78;186.09
19567;verdankt;1835;18.69;926;10.9;+;0.78;187.52
19568;gesammten;2127;21.66;1071;12.61;+;0.78;218.89
19569;dermalen;2209;22.5;1115;13.13;+;0.78;225.57
19570;wohnungen;2222;22.63;1122;13.21;+;0.78;226.61
19571;0.;2304;23.46;1164;13.71;+;0.78;234.59
19572;Bund;3630;36.97;1824;21.48;+;0.78;376.04
19573;Wahrhaft;4251;43.29;2144;25.24;+;0.78;435.19
19574;Abend;4314;43.93;2173;25.59;+;0.78;443.44
19575;besonderer;4456;45.38;2244;26.42;+;0.78;458.38
19576;lo;6568;66.89;3302;38.88;+;0.78;679.29
19577;ziemlich;13274;135.18;6672;78.56;+;0.78;1373.84
19578;Welt;15732;160.21;7939;93.48;+;0.78;1607.75
19579;warfen;511;5.2;260;3.06;+;0.77;50.85
19580;beobachtete;519;5.29;263;3.1;+;0.77;52.33
19581;gerieth;529;5.39;269;3.17;+;0.77;52.74
19582;dreifachen;527;5.37;267;3.14;+;0.77;53.17
19583;linden;553;5.63;281;3.31;+;0.77;55.26
19584;Vierteljahr;585;5.96;296;3.49;+;0.77;59.27
19585;VL;772;7.86;391;4.6;+;0.77;77.97
19586;Verderblich;805;8.2;409;4.82;+;0.77;80.48
19587;Meiª;842;8.57;426;5.02;+;0.77;85.33
19588;princip;863;8.79;438;5.16;+;0.77;86.58
19589;mord;957;9.75;484;5.7;+;0.77;97.11
19590;Tirol;993;10.11;503;5.92;+;0.77;100.25
19591;Danke;1043;10.62;528;6.22;+;0.77;105.51
19592;K„lber;1158;11.79;589;6.94;+;0.77;115.35
19593;h„ngen;1198;12.2;609;7.17;+;0.77;119.56
19594;Oberhalb;1514;15.42;768;9.04;+;0.77;152.14
19595;R”mische;1778;18.11;901;10.61;+;0.77;179.26
19596;Bilde;1863;18.97;942;11.09;+;0.77;189.17
19597;Hgel;2144;21.83;1085;12.78;+;0.77;217.11
19598;lieáe;2163;22.03;1094;12.88;+;0.77;219.43
19599;schaften;2224;22.65;1126;13.26;+;0.77;224.88
19600;Leipzig;2452;24.97;1241;14.61;+;0.77;248.22
19601;Freuen;2619;26.67;1324;15.59;+;0.77;266.1
19602;Innerhalb;3283;33.43;1666;19.62;+;0.77;329.5
19603;Opfer;6849;69.75;3464;40.79;+;0.77;694.9
19604;tod;7227;73.6;3657;43.06;+;0.77;732.08
19605;ansicht;11174;113.79;5661;66.65;+;0.77;1127.6
19606;Buch;11384;115.93;5782;68.08;+;0.77;1139.42
19607;Gerade;22388;227.99;11320;133.29;+;0.77;2273.78
19608;ben;24229;246.74;12329;145.17;+;0.77;2410.67
19609;Vergleichungen;442;4.5;225;2.65;+;0.76;43.91
19610;96.;474;4.83;242;2.85;+;0.76;46.64
19611;Offenbaren;621;6.32;317;3.73;+;0.76;61.14
19612;pflanzung;629;6.41;322;3.79;+;0.76;61.35
19613;gelesene;649;6.61;332;3.91;+;0.76;63.45
19614;fieber;651;6.63;333;3.92;+;0.76;63.66
19615;Hohn;683;6.96;349;4.11;+;0.76;67.02
19616;Gast;715;7.28;364;4.29;+;0.76;71.02
19617;beitrage;717;7.3;365;4.3;+;0.76;71.23
19618;Zeitw”rter;789;8.03;403;4.75;+;0.76;77.53
19619;Amtsbezirken;901;9.18;460;5.42;+;0.76;88.66
19620;F”rster;946;9.63;484;5.7;+;0.76;92.44
19621;auszeichnen;976;9.94;497;5.85;+;0.76;96.86
19622;fahrt;1008;10.27;514;6.05;+;0.76;99.59
19623;instituts;1011;10.3;516;6.08;+;0.76;99.59
19624;ding;1183;12.05;603;7.1;+;0.76;117.03
19625;Gleichm„áig;1316;13.4;670;7.89;+;0.76;130.69
19626;zerstreut;1544;15.72;789;9.29;+;0.76;151.48
19627;Pr.;1589;16.18;810;9.54;+;0.76;157.16
19628;Zuh”rer;1715;17.46;873;10.28;+;0.76;170.4
19629;Begegnen;1747;17.79;891;10.49;+;0.76;172.49
19630;Merkwrdig;1841;18.75;941;11.08;+;0.76;180.47
19631;kern;2172;22.12;1113;13.1;+;0.76;211.15
19632;inspektor;2593;26.41;1328;15.64;+;0.76;252.54
19633;Sch”ner;3183;32.41;1629;19.18;+;0.76;310.74
19634;”;3201;32.6;1635;19.25;+;0.76;314.52
19635;geringer;3412;34.75;1747;20.57;+;0.76;332.59
19636;Schaffen;3517;35.82;1796;21.15;+;0.76;345.83
19637;Wetter;4000;40.73;2037;23.98;+;0.76;396.9
19638;Glcklich;4103;41.78;2097;24.69;+;0.76;402.34
19639;ausdruck;4521;46.04;2303;27.12;+;0.76;448.17
19640;Herrschaft;6088;62;3106;36.57;+;0.76;600.49
19641;dass;6327;64.43;3232;38.05;+;0.76;621.49
19642;Alpen;12789;130.24;6524;76.82;+;0.76;1261.98
19643;berall;15151;154.29;7729;91;+;0.76;1495.03
19644;Kommt;19491;198.49;9932;116.94;+;0.76;1930.31
19645;Gottesfurcht;448;4.56;230;2.71;+;0.75;43.28
19646;gew„hrleistet;474;4.83;244;2.87;+;0.75;45.39
19647;Verbrennen;475;4.84;244;2.87;+;0.75;45.8
19648;tum;487;4.96;250;2.94;+;0.75;47.06
19649;dargethan;530;5.4;273;3.21;+;0.75;50.64
19650;aufgehen;526;5.36;270;3.18;+;0.75;50.84
19651;wanderung;544;5.54;280;3.3;+;0.75;52.11
19652;rische;575;5.86;296;3.49;+;0.75;55.05
19653;Probst;624;6.35;322;3.79;+;0.75;59.26
19654;Stiere;664;6.76;342;4.03;+;0.75;63.46
19655;fgte;662;6.74;340;4;+;0.75;63.87
19656;GN;683;6.96;352;4.14;+;0.75;65.14
19657;5>;705;7.18;363;4.27;+;0.75;67.45
19658;PetruS;788;8.02;406;4.78;+;0.75;75.23
19659;generation;847;8.63;436;5.13;+;0.75;81.11
19660;Scharfschtzen;868;8.84;445;5.24;+;0.75;84.25
19661;AugSburg;968;9.86;498;5.86;+;0.75;92.87
19662;zerfallen;996;10.14;511;6.02;+;0.75;96.44
19663;ee;1024;10.43;526;6.19;+;0.75;98.75
19664;lenz;1041;10.6;536;6.31;+;0.75;99.6
19665;stadt-;1103;11.23;568;6.69;+;0.75;105.48
19666;leder;1134;11.55;584;6.88;+;0.75;108.43
19667;h”chster;1136;11.57;585;6.89;+;0.75;108.64
19668;Ausgeschrieben;1196;12.18;613;7.22;+;0.75;116.18
19669;terricht;1231;12.54;634;7.46;+;0.75;117.67
19670;Erwachsene;1372;13.97;704;8.29;+;0.75;132.78
19671;liebt;1474;15.01;760;8.95;+;0.75;140.38
